game,word,won,wrong_guesses,repeated_guesses,word_length
919,premisal,False,6,0,8
920,counterorator,False,6,0,13
921,wealthiness,False,6,0,11
922,revolutionist,False,6,0,13
923,articulant,False,6,0,10
924,alphabetizer,False,6,0,12
925,jynginae,False,6,0,8
926,gruelly,False,6,0,7
927,proso,False,6,0,5
928,purposiveness,False,6,0,13
929,condisciple,False,6,0,11
930,lienculus,False,6,0,9
931,unhidable,False,6,0,9
932,erinose,False,6,0,7
933,lipa,False,6,0,4
934,neuropsychological,False,6,0,18
935,eburna,False,6,0,6
936,microdentous,False,6,0,12
937,drupelet,False,6,0,8
938,amiidae,False,6,0,7
939,condisciple,False,6,0,11
940,unmoaned,False,6,0,8
941,witeless,False,6,0,8
942,mycophyte,False,6,0,9
943,ostraciidae,False,6,0,11
944,coumarate,False,6,0,9
945,ismal,False,6,0,5
946,eurite,False,6,0,6
947,zooplastic,False,6,0,10
948,geniture,False,6,0,8
949,eburna,False,6,0,6
950,reaward,False,6,0,7
951,amblyomma,False,6,0,9
952,splintery,False,6,0,9
953,coenosarcous,False,6,0,12
954,pentrough,False,6,0,9
955,condensation,False,6,0,12
956,commencer,False,6,0,9
957,capreolate,False,6,0,10
958,surfacely,False,6,0,9
959,tarea,False,6,0,5
960,deferrize,False,6,0,9
961,figshell,False,6,0,8
962,tamein,False,6,0,6
963,bisulphate,False,6,0,10
964,polyphosphoric,False,6,0,14
965,backcourt,False,6,0,9
966,hoodshyness,False,6,0,11
967,mitigatory,False,6,0,10
968,tubuliferous,False,6,0,12
969,curstful,False,6,0,8
970,equational,False,6,0,10
971,patchword,False,6,0,9
972,mallemuck,False,6,0,9
973,isoeugenol,False,6,0,10
974,spondylocladium,False,6,0,15
975,ultragrave,False,6,0,10
976,multinominal,False,6,0,12
977,ingraft,False,6,0,7
978,lim,False,6,0,3
979,diphtheroid,False,6,0,11
980,anthelion,False,6,0,9
981,inframammary,False,6,0,12
982,orgiast,False,6,0,7
983,urao,False,6,0,4
984,wrasse,False,6,0,6
985,wanty,False,6,0,5
986,mirak,False,6,0,5
987,macronutrient,False,6,0,13
988,reservor,False,6,0,8
989,flong,False,6,0,5
990,anamnestic,False,6,0,10
991,kryokonite,False,6,0,10
992,unjarring,False,6,0,9
993,unsaintlike,False,6,0,11
994,sagaie,False,6,0,6
995,jocund,False,6,0,6
996,ergotamine,False,6,0,10
997,thokish,False,6,0,7
998,deliberateness,False,6,0,14
999,damlike,False,6,0,7
1000,patchword,False,6,0,9
1001,globosely,False,6,0,9
1002,micropterus,False,6,0,11
1003,interrupted,False,6,0,11
1004,ossetine,False,6,0,8
1005,precation,False,6,0,9
1006,hartal,False,6,0,6
1007,treasurable,False,6,0,11
1008,nonsensitized,False,6,0,13
1009,vlei,False,6,0,4
1010,waird,False,6,0,5
1011,impossibility,False,6,0,13
1012,sulphopropionic,False,6,0,15
1013,cleavability,False,6,0,12
1014,antitype,False,6,0,8
1015,tubuliferous,False,6,0,12
1016,unapart,False,6,0,7
1017,dermaskeleton,False,6,0,13
1018,asymmetron,False,6,0,10
1019,chloralum,False,6,0,9
1020,cannibality,False,6,0,11
1021,shrimpfish,False,6,0,10
1022,deathless,False,6,0,9
1023,formerly,False,6,0,8
1024,cerebrocardiac,False,6,0,14
1025,contemnibly,False,6,0,11
1026,instantaneously,False,6,0,15
1027,statuecraft,False,6,0,11
1028,nephrocoele,False,6,0,11
1029,noncompetitively,False,6,0,16
1030,niggardling,False,6,0,11
1031,hawaiite,False,6,0,8
1032,purposiveness,False,6,0,13
1033,pecky,False,6,0,5
1034,unfaint,False,6,0,7
1035,splenatrophy,False,6,0,12
1036,negativer,False,6,0,9
1037,lory,False,6,0,4
1038,fratry,False,6,0,6
1039,macadamization,False,6,0,14
1040,eburna,False,6,0,6
1041,patronizable,False,6,0,12
1042,chlorine,False,6,0,8
1043,calmierer,False,6,0,9
1044,scabriusculous,False,6,0,14
1045,sender,False,6,0,6
1046,podomancy,False,6,0,9
1047,unpermitting,False,6,0,12
1048,nonsaponifiable,False,6,0,15
1049,guileless,False,6,0,9
1050,percurrent,False,6,0,10
1051,spotting,False,6,0,8
1052,lobcock,False,6,0,7
1053,psychophysical,False,6,0,14
1054,configural,False,6,0,10
1055,cyanosed,False,6,0,8
1056,oxytoluic,False,6,0,9
1057,runover,False,6,0,7
1058,sparch,False,6,0,6
1059,tuatara,False,6,0,7
1060,bushy,False,6,0,5
1061,corporator,False,6,0,10
1062,marcella,False,6,0,8
1063,cylindroid,False,6,0,10
1064,fascioliasis,False,6,0,12
1065,fratry,False,6,0,6
1066,peonage,False,6,0,7
1067,scopidae,False,6,0,8
1068,bichromate,False,6,0,10
1069,submarshal,False,6,0,10
1070,octandria,False,6,0,9
1071,shockingly,False,6,0,10
1072,pollucite,False,6,0,9
1073,agelacrinitidae,False,6,0,15
1074,latterness,False,6,0,10
1075,backchat,False,6,0,8
1076,cathodofluorescence,False,6,0,19
1077,commencer,False,6,0,9
1078,vives,False,6,0,5
1079,cecidiology,False,6,0,11
1080,footmaker,False,6,0,9
1081,watchmanship,False,6,0,12
1082,cometarium,False,6,0,10
1083,utriculoplastic,False,6,0,15
1084,spotting,False,6,0,8
1085,perorator,False,6,0,9
1086,haemoconcentration,False,6,0,18
1087,anastate,False,6,0,8
1088,coumarate,False,6,0,9
1089,maimedness,False,6,0,10
1090,mincer,False,6,0,6
1091,corps,False,6,0,5
1092,homophony,False,6,0,9
1093,tinamine,False,6,0,8
1094,cyrtopia,False,6,0,8
1095,barraclade,False,6,0,10
1096,ko,True,5,0,2
1097,paulinia,False,6,0,8
1098,bleakly,False,6,0,7
1099,carpetweed,False,6,0,10
1100,conferruminate,False,6,0,14
1101,clipei,False,6,0,6
1102,jarvey,False,6,0,6
1103,academite,False,6,0,9
1104,cerebrocardiac,False,6,0,14
1105,unyouthful,False,6,0,10
1106,magnanimity,False,6,0,11
1107,anathematization,False,6,0,16
1108,stupe,False,6,0,5
1109,observandum,False,6,0,11
1110,slinkiness,False,6,0,10
1111,dinghee,False,6,0,7
1112,brachyglossal,False,6,0,13
1113,cometarium,False,6,0,10
1114,carposperm,False,6,0,10
1115,classified,False,6,0,10
1116,spatterdock,False,6,0,11
1117,tryphosa,False,6,0,8
1118,unmoaned,False,6,0,8
1119,upvomit,False,6,0,7
1120,advocatory,False,6,0,10
1121,metastyle,False,6,0,9
1122,reaggregation,False,6,0,13
1123,draggy,False,6,0,6
1124,begarnish,False,6,0,9
1125,linet,False,6,0,5
1126,benn,False,6,0,4
1127,nance,False,6,0,5
1128,ceratospongian,False,6,0,14
1129,unjarring,False,6,0,9
1130,cardiomelanosis,False,6,0,15
1131,antephialtic,False,6,0,12
1132,preinvent,False,6,0,9
1133,shellum,False,6,0,7
1134,progressor,False,6,0,10
1135,taxidea,False,6,0,7
1136,thereamong,False,6,0,10
1137,capacity,False,6,0,8
1138,suppositionally,False,6,0,15
1139,thinglet,False,6,0,8
1140,verpa,False,6,0,5
1141,masty,False,6,0,5
1142,melonlike,False,6,0,9
1143,garniec,False,6,0,7
1144,superobjection,False,6,0,14
1145,ruling,False,6,0,6
1146,stakemaster,False,6,0,11
1147,superstitionless,False,6,0,16
1148,measly,False,6,0,6
1149,stunpoll,False,6,0,8
1150,continuativeness,False,6,0,16
1151,diamondwise,False,6,0,11
1152,viperina,False,6,0,8
1153,obvolve,False,6,0,7
1154,cardiomelanosis,False,6,0,15
1155,lenitiveness,False,6,0,12
1156,brolga,False,6,0,6
1157,preaffiliation,False,6,0,14
1158,craniopharyngeal,False,6,0,16
1159,patronizable,False,6,0,12
1160,derived,False,6,0,7
1161,adenia,False,6,0,6
1162,unperilous,False,6,0,10
1163,trumph,False,6,0,6
1164,microscopic,False,6,0,11
1165,reticello,False,6,0,9
1166,taintproof,False,6,0,10
1167,unphysicked,False,6,0,11
1168,archae,False,6,0,6
1169,barraclade,False,6,0,10
1170,gozell,False,6,0,6
1171,physiqued,False,6,0,9
1172,reascendant,False,6,0,11
1173,conferruminate,False,6,0,14
1174,stirring,False,6,0,8
1175,hemometry,False,6,0,9
1176,denazify,False,6,0,8
1177,accendibility,False,6,0,13
1178,tryphosa,False,6,0,8
1179,costophrenic,False,6,0,12
1180,duskiness,False,6,0,9
1181,torricellian,False,6,0,12
1182,subinform,False,6,0,9
1183,incompensation,False,6,0,14
1184,prehumiliation,False,6,0,14
1185,circumhorizontal,False,6,0,16
1186,deglaciation,False,6,0,12
1187,dragging,False,6,0,8
1188,anathematization,False,6,0,16
1189,combinableness,False,6,0,14
1190,colalgia,False,6,0,8
1191,testatum,False,6,0,8
1192,vaporiferous,False,6,0,12
1193,asteriated,False,6,0,10
1194,chairless,False,6,0,9
1195,fermentatively,False,6,0,14
1196,unslumbrous,False,6,0,11
1197,subtrigonal,False,6,0,11
1198,sufferer,False,6,0,8
1199,unplacid,False,6,0,8
1200,unilabiate,False,6,0,10
1201,login,False,6,0,5
1202,keest,False,6,0,5
1203,jinni,False,6,0,5
1204,deparliament,False,6,0,12
1205,dipsey,False,6,0,6
1206,superstitionless,False,6,0,16
1207,microglossia,False,6,0,12
1208,tyleberry,False,6,0,9
1209,ineducable,False,6,0,10
1210,swainishness,False,6,0,12
1211,statuecraft,False,6,0,11
1212,scimitar,False,6,0,8
1213,carotinemia,False,6,0,11
1214,circumumbilical,False,6,0,15
1215,unguled,False,6,0,7
1216,clutchman,False,6,0,9
1217,parapegma,False,6,0,9
1218,unclamp,False,6,0,7
1219,backchat,False,6,0,8
1220,basidia,False,6,0,7
1221,cathodography,False,6,0,13
1222,samson,False,6,0,6
1223,placean,False,6,0,7
1224,maimedness,False,6,0,10
1225,tore,False,6,0,4
1226,reaggregation,False,6,0,13
1227,cheka,False,6,0,5
1228,blossomy,False,6,0,8
1229,screw,False,6,0,5
1230,ustilago,False,6,0,8
1231,electroculture,False,6,0,14
1232,schorlaceous,False,6,0,12
1233,marmar,False,6,0,6
1234,resinophore,False,6,0,11
1235,pirrmaw,False,6,0,7
1236,xiphiidae,False,6,0,9
1237,corrosively,False,6,0,11
1238,dentistical,False,6,0,11
1239,postfixial,False,6,0,10
1240,equilibrium,False,6,0,11
1241,unghostlike,False,6,0,11
1242,sesti,False,6,0,5
1243,phylogerontism,False,6,0,14
1244,gaviiformes,False,6,0,11
1245,overjob,False,6,0,7
1246,anopluriform,False,6,0,12
1247,fast,False,6,0,4
1248,apoembryony,False,6,0,11
1249,perjuriousness,False,6,0,14
1250,purposivistic,False,6,0,13
1251,orderable,False,6,0,9
1252,janet,False,6,0,5
1253,monistical,False,6,0,10
1254,substitute,False,6,0,10
1255,ruling,False,6,0,6
1256,recalibration,False,6,0,13
1257,cloudlessness,False,6,0,13
1258,cantabrian,False,6,0,10
1259,parode,False,6,0,6
1260,acronymic,False,6,0,9
1261,microdentous,False,6,0,12
1262,aberration,False,6,0,10
1263,reaward,False,6,0,7
1264,enaliosaur,False,6,0,10
1265,underwent,False,6,0,9
1266,zati,False,6,0,4
1267,imbirussu,False,6,0,9
1268,prehensible,False,6,0,11
1269,tamanowus,False,6,0,9
1270,tzotzil,False,6,0,7
1271,pecky,False,6,0,5
1272,ensue,False,6,0,5
1273,misassert,False,6,0,9
1274,louvered,False,6,0,8
1275,troveless,False,6,0,9
1276,footmaker,False,6,0,9
1277,bitterbark,False,6,0,10
1278,zoolithic,False,6,0,9
1279,nonblameless,False,6,0,12
1280,jugerum,False,6,0,7
1281,morganatic,False,6,0,10
1282,treatee,False,6,0,7
1283,underwent,False,6,0,9
1284,visitation,False,6,0,10
1285,camestres,False,6,0,9
1286,morrowtide,False,6,0,10
1287,pothook,False,6,0,7
1288,dactylioglyphtic,False,6,0,16
1289,anaconda,False,6,0,8
1290,faunally,False,6,0,8
1291,nonclimbable,False,6,0,12
1292,olcha,False,6,0,5
1293,frostiness,False,6,0,10
1294,malacophonous,False,6,0,13
1295,eumeromorphic,False,6,0,13
1296,drate,False,6,0,5
1297,proso,False,6,0,5
1298,unfeatured,False,6,0,10
1299,jisheng,False,6,0,7
1300,saltimbankery,False,6,0,13
1301,isandrous,False,6,0,9
1302,undertide,False,6,0,9
1303,beruffed,False,6,0,8
1304,rearrange,False,6,0,9
1305,bibliographize,False,6,0,14
1306,nitrolime,False,6,0,9
1307,coadjutator,False,6,0,11
1308,delft,False,6,0,5
1309,plical,False,6,0,6
1310,twatchel,False,6,0,8
1311,preheat,False,6,0,7
1312,oxyether,False,6,0,8
1313,guttering,False,6,0,9
1314,astray,False,6,0,6
1315,deglaciation,False,6,0,12
1316,cam,False,6,0,3
1317,allopathist,False,6,0,11
1318,molassy,False,6,0,7
1319,parathion,False,6,0,9
1320,ionidium,False,6,0,8
1321,serpulid,False,6,0,8
1322,ropedancing,False,6,0,11
1323,whatreck,False,6,0,8
1324,hyalophagia,False,6,0,11
1325,hemometry,False,6,0,9
1326,enaliosaur,False,6,0,10
1327,academite,False,6,0,9
1328,untransacted,False,6,0,12
1329,eurite,False,6,0,6
1330,stakemaster,False,6,0,11
1331,iridectomy,False,6,0,10
1332,sufferer,False,6,0,8
1333,galeproof,False,6,0,9
1334,micropterus,False,6,0,11
1335,microcrystallogeny,False,6,0,18
1336,coyoting,False,6,0,8
1337,mesolabe,False,6,0,8
1338,unqualified,False,6,0,11
1339,ripieno,False,6,0,7
1340,superobjection,False,6,0,14
1341,ustilago,False,6,0,8
1342,telemeter,False,6,0,9
1343,waird,False,6,0,5
1344,unembarrassment,False,6,0,15
1345,myrobalan,False,6,0,9
1346,sender,False,6,0,6
1347,thermoperiodicity,False,6,0,17
1348,laceleaf,False,6,0,8
1349,substitute,False,6,0,10
1350,exterraneous,False,6,0,12
1351,fucate,False,6,0,6
1352,railbird,False,6,0,8
1353,samson,False,6,0,6
1354,genyophrynidae,False,6,0,14
1355,palaverment,False,6,0,11
1356,underaverage,False,6,0,12
1357,rebaptize,False,6,0,9
1358,abatua,False,6,0,6
1359,thermoperiodicity,False,6,0,17
1360,dykereeve,False,6,0,9
1361,turningness,False,6,0,11
1362,pilori,False,6,0,6
1363,dressmakery,False,6,0,11
1364,aggrievedly,False,6,0,11
1365,theroid,False,6,0,7
1366,larithmics,False,6,0,10
1367,snivy,False,6,0,5
1368,quantify,False,6,0,8
1369,substitutionally,False,6,0,16
1370,cochlear,False,6,0,8
1371,cerebropedal,False,6,0,12
1372,rebenediction,False,6,0,13
1373,microcrystallogeny,False,6,0,18
1374,quaternity,False,6,0,10
1375,undernatural,False,6,0,12
1376,intervisit,False,6,0,10
1377,prefreshman,False,6,0,11
1378,heptahedron,False,6,0,11
1379,stanley,False,6,0,7
1380,bequeathable,False,6,0,12
1381,scoter,False,6,0,6
1382,illegitimatize,False,6,0,14
1383,amblyomma,False,6,0,9
1384,bugleweed,False,6,0,9
1385,perorator,False,6,0,9
1386,hydrophyton,False,6,0,11
1387,spatterdock,False,6,0,11
1388,instructively,False,6,0,13
1389,uncapably,False,6,0,9
1390,circumhorizontal,False,6,0,16
1391,specialness,False,6,0,11
1392,scoter,False,6,0,6
1393,myelalgia,False,6,0,9
1394,preaffiliation,False,6,0,14
1395,placean,False,6,0,7
1396,bar,False,6,0,3
1397,evincive,False,6,0,8
1398,cozily,False,6,0,6
1399,tenontomyoplasty,False,6,0,16
1400,gastrolatrous,False,6,0,13
1401,ermani,False,6,0,6
1402,diaphaneity,False,6,0,11
1403,chilicothe,False,6,0,10
1404,memoir,False,6,0,6
1405,pedological,False,6,0,11
1406,commencer,False,6,0,9
1407,craniopharyngeal,False,6,0,16
1408,carboy,False,6,0,6
1409,contemnibly,False,6,0,11
1410,antitwilight,False,6,0,12
1411,schistosoma,False,6,0,11
1412,unhesitatingly,False,6,0,14
1413,unbuoyed,False,6,0,8
1414,embrocate,False,6,0,9
1415,morrowtide,False,6,0,10
1416,frecklish,False,6,0,9
1417,underlife,False,6,0,9
1418,heterofermentative,False,6,0,18
1419,ectoblast,False,6,0,9
1420,megalomelia,False,6,0,11
1421,sedition,False,6,0,8
1422,presurvey,False,6,0,9
1423,backchat,False,6,0,8
1424,industrious,False,6,0,11
1425,boryl,False,6,0,5
1426,lactucin,False,6,0,8
1427,blossomy,False,6,0,8
1428,genal,False,6,0,5
1429,physiqued,False,6,0,9
1430,undeliberative,False,6,0,14
1431,granddaughterly,False,6,0,15
1432,rachialgia,False,6,0,10
1433,playground,False,6,0,10
1434,mellisugent,False,6,0,11
1435,directional,False,6,0,11
1436,circumcorneal,False,6,0,13
1437,sekani,False,6,0,6
1438,obpyriform,False,6,0,10
1439,topectomy,False,6,0,9
1440,unspayed,False,6,0,8
1441,planktologist,False,6,0,13
1442,coimplicant,False,6,0,11
1443,tanghan,False,6,0,7
1444,photoreception,False,6,0,14
1445,regulus,False,6,0,7
1446,abatua,False,6,0,6
1447,groset,False,6,0,6
1448,diphtheroid,False,6,0,11
1449,presumptuousness,False,6,0,16
1450,preponderation,False,6,0,14
1451,puffery,False,6,0,7
1452,forsakenly,False,6,0,10
1453,prioracy,False,6,0,8
1454,ustilago,False,6,0,8
1455,unclotted,False,6,0,9
1456,mincer,False,6,0,6
1457,therapist,False,6,0,9
1458,kaid,False,6,0,4
1459,fruitarianism,False,6,0,13
1460,carcinolytic,False,6,0,12
1461,vaginoabdominal,False,6,0,15
1462,metastyle,False,6,0,9
1463,labyrinth,False,6,0,9
1464,unstick,False,6,0,7
1465,beaverette,False,6,0,10
1466,strafer,False,6,0,7
1467,hydrophyton,False,6,0,11
1468,tamanowus,False,6,0,9
1469,camestres,False,6,0,9
1470,instantaneously,False,6,0,15
1471,nonpsychological,False,6,0,16
1472,deconcatenate,False,6,0,13
1473,clathrinidae,False,6,0,12
1474,xanthydrol,False,6,0,10
1475,suppositionally,False,6,0,15
1476,aspen,False,6,0,5
1477,mulattress,False,6,0,10
1478,impeccant,False,6,0,9
1479,polinices,False,6,0,9
1480,megalomelia,False,6,0,11
1481,volumometrical,False,6,0,14
1482,isosaccharin,False,6,0,12
1483,shoother,False,6,0,8
1484,hydrophyton,False,6,0,11
1485,incurability,False,6,0,12
1486,unfallible,False,6,0,10
1487,greengrocery,False,6,0,12
1488,elodea,False,6,0,6
1489,danielle,False,6,0,8
1490,helios,False,6,0,6
1491,trigram,False,6,0,7
1492,scimitar,False,6,0,8
1493,chili,False,6,0,5
1494,anhungry,False,6,0,8
1495,bichromate,False,6,0,10
1496,amalgamate,False,6,0,10
1497,annueler,False,6,0,8
1498,bibliographize,False,6,0,14
1499,roughshod,False,6,0,9
1500,uranophotography,False,6,0,16
1501,whatreck,False,6,0,8
1502,prehydration,False,6,0,12
1503,grandniece,False,6,0,10
1504,unglosed,False,6,0,8
1505,maxillojugal,False,6,0,12
1506,unoffendable,False,6,0,12
1507,paola,False,6,0,5
1508,paintedness,False,6,0,11
1509,drivage,False,6,0,7
1510,timberland,False,6,0,10
1511,dolorific,False,6,0,9
1512,molding,False,6,0,7
1513,glaucium,False,6,0,8
1514,mungy,False,6,0,5
1515,denotement,False,6,0,10
1516,timekeepership,False,6,0,14
1517,maspiter,False,6,0,8
1518,disproportionally,False,6,0,17
1519,commorant,False,6,0,9
1520,corps,False,6,0,5
1521,untransacted,False,6,0,12
1522,unfledgedness,False,6,0,13
1523,wilsomeness,False,6,0,11
1524,portraitlike,False,6,0,12
1525,armchaired,False,6,0,10
1526,incurability,False,6,0,12
1527,reinvestigate,False,6,0,13
1528,reproachingly,False,6,0,13
1529,asperges,False,6,0,8
1530,benzamido,False,6,0,9
1531,unwitch,False,6,0,7
1532,electroosmotic,False,6,0,14
1533,cumbu,False,6,0,5
1534,tenontomyoplasty,False,6,0,16
1535,jisheng,False,6,0,7
1536,homolysin,False,6,0,9
1537,evangeliarium,False,6,0,13
1538,hydrazide,False,6,0,9
1539,gozell,False,6,0,6
1540,ambassadress,False,6,0,12
1541,preheat,False,6,0,7
1542,lamantin,False,6,0,8
1543,moldableness,False,6,0,12
1544,bemole,False,6,0,6
1545,chaetotactic,False,6,0,12
1546,noisomeness,False,6,0,11
1547,pupuluca,False,6,0,8
1548,coadjutator,False,6,0,11
1549,preindebtedness,False,6,0,15
1550,unforgiven,False,6,0,10
1551,genys,False,6,0,5
1552,simia,False,6,0,5
1553,shutter,False,6,0,7
1554,homolysin,False,6,0,9
1555,adiposuria,False,6,0,10
1556,releasable,False,6,0,10
1557,phascogale,False,6,0,10
1558,sexangled,False,6,0,9
1559,apoembryony,False,6,0,11
1560,microglossia,False,6,0,12
1561,daincha,False,6,0,7
1562,evidentiary,False,6,0,11
1563,faburden,False,6,0,8
1564,pennate,False,6,0,7
1565,specialness,False,6,0,11
1566,pectase,False,6,0,7
1567,teasel,False,6,0,6
1568,fernbird,False,6,0,8
1569,merychippus,False,6,0,11
1570,dressmakery,False,6,0,11
1571,wanty,False,6,0,5
1572,juniority,False,6,0,9
1573,rhythmless,False,6,0,10
1574,rebuffably,False,6,0,10
1575,erigeron,False,6,0,8
1576,entosphere,False,6,0,10
1577,imbirussu,False,6,0,9
1578,sekani,False,6,0,6
1579,tornillo,False,6,0,8
1580,cagn,False,6,0,4
1581,adenophyma,False,6,0,10
1582,therapist,False,6,0,9
1583,disclimax,False,6,0,9
1584,lenitiveness,False,6,0,12
1585,corporator,False,6,0,10
1586,squabbed,False,6,0,8
1587,coimplicant,False,6,0,11
1588,unfrosty,False,6,0,8
1589,orange,False,6,0,6
1590,unimpressionability,False,6,0,19
1591,nonacosane,False,6,0,10
1592,tonelessly,False,6,0,10
1593,cacumination,False,6,0,12
1594,unbiasable,False,6,0,10
1595,analysis,False,6,0,8
1596,disgustful,False,6,0,10
1597,geniolatry,False,6,0,10
1598,vanadiate,False,6,0,9
1599,cannibality,False,6,0,11
1600,atrichosis,False,6,0,10
1601,stob,False,6,0,4
1602,carboy,False,6,0,6
1603,clave,False,6,0,5
1604,keerogue,False,6,0,8
1605,wanty,False,6,0,5
1606,tolylenediamine,False,6,0,15
1607,papilioninae,False,6,0,12
1608,plantae,False,6,0,7
1609,nonstatistical,False,6,0,14
1610,sigmund,False,6,0,7
1611,sufferableness,False,6,0,14
1612,prejudicative,False,6,0,13
1613,pothook,False,6,0,7
1614,nonthinker,False,6,0,10
1615,invulnerableness,False,6,0,16
1616,apprehensibility,False,6,0,16
1617,alalite,False,6,0,7
1618,guilelessness,False,6,0,13
1619,spinipetal,False,6,0,10
1620,benzamido,False,6,0,9
1621,myodynamiometer,False,6,0,15
1622,neognathae,False,6,0,10
1623,dynagraph,False,6,0,9
1624,zooplastic,False,6,0,10
1625,nance,False,6,0,5
1626,railbird,False,6,0,8
1627,ophiolite,False,6,0,9
1628,uncapably,False,6,0,9
1629,unadvantageous,False,6,0,14
1630,tryphosa,False,6,0,8
1631,ichthyophobia,False,6,0,13
1632,caber,False,6,0,5
1633,renunciator,False,6,0,11
1634,disinsulation,False,6,0,13
1635,fusilier,False,6,0,8
1636,tyronism,False,6,0,8
1637,heiresshood,False,6,0,11
1638,tarea,False,6,0,5
1639,accumulation,False,6,0,12
1640,prolongably,False,6,0,11
1641,corporator,False,6,0,10
1642,orthodomatic,False,6,0,12
1643,persistively,False,6,0,12
1644,perendinant,False,6,0,11
1645,portraitlike,False,6,0,12
1646,lamantin,False,6,0,8
1647,jarvey,False,6,0,6
1648,lipa,False,6,0,4
1649,theologicopolitical,False,6,0,19
1650,underbear,False,6,0,9
1651,propliopithecus,False,6,0,15
1652,telemechanic,False,6,0,12
1653,purposiveness,False,6,0,13
1654,apollonia,False,6,0,9
1655,rachitome,False,6,0,9
1656,monogenist,False,6,0,10
1657,unfrosty,False,6,0,8
1658,loaf,False,6,0,4
1659,roquelaure,False,6,0,10
1660,colander,False,6,0,8
1661,monodynamism,False,6,0,12
1662,accentuator,False,6,0,11
1663,jinni,False,6,0,5
1664,antitwilight,False,6,0,12
1665,vaginoabdominal,False,6,0,15
1666,malacophonous,False,6,0,13
1667,witeless,False,6,0,8
1668,unhidable,False,6,0,9
1669,snerp,False,6,0,5
1670,atrichosis,False,6,0,10
1671,maspiter,False,6,0,8
1672,unhesitatingly,False,6,0,14
1673,carbuncle,False,6,0,9
1674,reliable,False,6,0,8
1675,wottest,False,6,0,7
1676,middorsal,False,6,0,9
1677,immanacle,False,6,0,9
1678,unrightful,False,6,0,10
1679,microdentous,False,6,0,12
1680,niggardling,False,6,0,11
1681,lacing,False,6,0,6
1682,astrocaryum,False,6,0,11
1683,battalion,False,6,0,9
1684,gadroon,False,6,0,7
1685,uncramp,False,6,0,7
1686,cherishing,False,6,0,10
1687,semisubterranean,False,6,0,16
1688,corrosively,False,6,0,11
1689,reformingly,False,6,0,11
1690,omnipercipient,False,6,0,14
1691,cagn,False,6,0,4
1692,pulsimeter,False,6,0,10
1693,perjuriousness,False,6,0,14
1694,deglaciation,False,6,0,12
1695,eva,False,6,0,3
1696,influxable,False,6,0,10
1697,acicularly,False,6,0,10
1698,spasmatical,False,6,0,11
1699,apoembryony,False,6,0,11
1700,thatchy,False,6,0,7
1701,oxane,False,6,0,5
1702,semisubterranean,False,6,0,16
1703,velo,False,6,0,4
1704,carpetweed,False,6,0,10
1705,spiraculum,False,6,0,10
1706,harshweed,False,6,0,9
1707,vaginoabdominal,False,6,0,15
1708,undazzling,False,6,0,10
1709,affinitatively,False,6,0,14
1710,unwetted,False,6,0,8
1711,reaward,False,6,0,7
1712,groaning,False,6,0,8
1713,cressed,False,6,0,7
1714,odeum,False,6,0,5
1715,olcha,False,6,0,5
1716,proximal,False,6,0,8
1717,vanadiate,False,6,0,9
1718,camestres,False,6,0,9
1719,echinoderma,False,6,0,11
1720,impossibility,False,6,0,13
1721,overboldly,False,6,0,10
1722,plantae,False,6,0,7
1723,tolylenediamine,False,6,0,15
1724,marcellian,False,6,0,10
1725,multipersonal,False,6,0,13
1726,adiposuria,False,6,0,10
1727,annotatory,False,6,0,10
1728,geniture,False,6,0,8
1729,tallote,False,6,0,7
1730,knit,False,6,0,4
1731,despotic,False,6,0,8
1732,rendrock,False,6,0,8
1733,nassau,False,6,0,6
1734,kaid,False,6,0,4
1735,mulattress,False,6,0,10
1736,schorlaceous,False,6,0,12
1737,bugleweed,False,6,0,9
1738,kaid,False,6,0,4
1739,fluoborid,False,6,0,9
1740,verpa,False,6,0,5
1741,warbled,False,6,0,7
1742,spotting,False,6,0,8
1743,immunogenic,False,6,0,11
1744,slunge,False,6,0,6
1745,magnanimity,False,6,0,11
1746,evincive,False,6,0,8
1747,preadministrative,False,6,0,17
1748,respondency,False,6,0,11
1749,structural,False,6,0,10
1750,amphichrom,False,6,0,10
1751,verpa,False,6,0,5
1752,verpa,False,6,0,5
1753,swainishness,False,6,0,12
1754,stereobatic,False,6,0,11
1755,infinitarily,False,6,0,12
1756,overchidden,False,6,0,11
1757,tolylenediamine,False,6,0,15
1758,cephalanthous,False,6,0,13
1759,wiglet,False,6,0,6
1760,minisher,False,6,0,8
1761,sward,False,6,0,5
1762,pelisse,False,6,0,7
1763,reproachingly,False,6,0,13
1764,articulant,False,6,0,10
1765,genesiology,False,6,0,11
1766,veratrinize,False,6,0,11
1767,nance,False,6,0,5
1768,sleechy,False,6,0,7
1769,sibilatingly,False,6,0,12
1770,fermentatively,False,6,0,14
1771,zain,False,6,0,4
1772,juxtatropical,False,6,0,13
1773,splintery,False,6,0,9
1774,heiresshood,False,6,0,11
1775,silicofluoric,False,6,0,13
1776,corin,False,6,0,5
1777,pinacoceras,False,6,0,11
1778,daff,False,6,0,4
1779,supercynical,False,6,0,12
1780,postfixial,False,6,0,10
1781,pauropodous,False,6,0,11
1782,tallote,False,6,0,7
1783,sialozemia,False,6,0,10
1784,anchises,False,6,0,8
1785,glossographer,False,6,0,13
1786,sculptress,False,6,0,10
1787,circumhorizontal,False,6,0,16
